source_agent,target_agent,direction
1013971684624424960,2799126132,bidirectional
1013971684624424960,280692527,bidirectional
1013971684624424960,2866139748,bidirectional
1013971684624424960,2878552400,bidirectional
1013971684624424960,2904839112,bidirectional
1013971684624424960,2908777117,bidirectional
1013971684624424960,2929934263,bidirectional
1013971684624424960,2971575786,bidirectional
1013971684624424960,2973837329,bidirectional
1013971684624424960,2988056598,bidirectional
1013971684624424960,302938514,bidirectional
1013971684624424960,309050073,bidirectional
1013971684624424960,31362224,bidirectional
1013971684624424960,313886225,bidirectional
1013971684624424960,3231526214,bidirectional
1013971684624424960,32432449,bidirectional
1013971684624424960,3248478985,bidirectional
1013971684624424960,325551847,bidirectional
1013971684624424960,325839895,bidirectional
1013971684624424960,3305395701,bidirectional
1013971684624424960,3321463704,bidirectional
1013971684624424960,3333052551,bidirectional
1013971684624424960,344835909,bidirectional
1013971684624424960,35386667,bidirectional
1013971684624424960,354571530,bidirectional
1013971684624424960,3578417681,bidirectional
1013971684624424960,357939140,bidirectional
1013971684624424960,3769622974,bidirectional
1013971684624424960,3792459557,bidirectional
1013971684624424960,381899263,bidirectional
1013971684624424960,38813037,bidirectional
1013971684624424960,388932769,bidirectional
1013971684624424960,39046301,bidirectional
1013971684624424960,39547749,bidirectional
1013971684624424960,3955802777,bidirectional
1013971684624424960,4036714934,bidirectional
1013971684624424960,406184392,bidirectional
1013971684624424960,4075234643,bidirectional
1013971684624424960,408089711,bidirectional
1013971684624424960,4128537492,bidirectional
1013971684624424960,41314673,bidirectional
1013971684624424960,44073696,bidirectional
1013971684624424960,4524955767,bidirectional
1013971684624424960,4555244481,bidirectional
1013971684624424960,4562604259,bidirectional
1013971684624424960,46409201,bidirectional
1013971684624424960,48008938,bidirectional
1013971684624424960,480252402,bidirectional
1013971684624424960,4827995060,bidirectional
1013971684624424960,485949190,bidirectional
1013971684624424960,4871906253,bidirectional
1013971684624424960,502864087,bidirectional
1013971684624424960,512275659,bidirectional
1013971684624424960,513272181,bidirectional
1013971684624424960,519968288,bidirectional
1013971684624424960,529026142,bidirectional
1013971684624424960,534107522,bidirectional
1013971684624424960,536156682,bidirectional
1013971684624424960,53646938,bidirectional
1013971684624424960,54812076,bidirectional
1013971684624424960,551075070,bidirectional
1013971684624424960,56149842,bidirectional
1013971684624424960,562701456,bidirectional
1013971684624424960,563947963,bidirectional
1013971684624424960,586001926,bidirectional
1013971684624424960,604344711,bidirectional
1013971684624424960,606317658,bidirectional
1013971684624424960,60944552,bidirectional
1013971684624424960,618128128,bidirectional
1013971684624424960,618657764,bidirectional
1013971684624424960,62044012,bidirectional
1013971684624424960,65385274,bidirectional
1013971684624424960,700336634114371584,bidirectional
